SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,cited_by_count,is_oa,oa_status,oa_url
387,Advances in decision support for diagnosis and early management of acute leukaemia,https://doi.org/10.1016/s2589-7500(24)00066-9,Health & Clinical AI,2024,4.1126,-0.7040776,3,True,gold,https://doi.org/10.1016/s2589-7500(24)00066-9
388,Algorithm Bias and Perceived Fairness: A Comprehensive Scoping Review,https://doi.org/10.1145/3632634.3655848,General Fairness & Bias Mitigation,2024,4.786524,-3.1538248,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3632634.3655848
389,Algorithmic Pluralism: A Structural Approach To Equal Opportunity,https://doi.org/10.1145/3630106.3658899,General Fairness & Bias Mitigation,2024,5.0484004,-3.807824,12,True,gold,https://doi.org/10.1145/3630106.3658899
390,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,https://doi.org/10.18653/v1/2023.acl-long.377,LLMs & NLP,2023,5.2656646,1.2657236,1,True,gold,https://aclanthology.org/2023.acl-long.377.pdf
391,Assessing the potential of GPT-4 to perpetuate racial and gender biases in health care: a model evaluation study,https://doi.org/10.1016/s2589-7500(23)00225-x,LLMs & NLP,2023,2.6951616,-0.09539308,427,True,gold,https://doi.org/10.1016/s2589-7500(23)00225-x
392,Association Between Unmet Nonmedication Needs After Hospital Discharge and Readmission or Death Among Acute Respiratory Failure Survivors: A Multicenter Prospective Cohort Study*,https://doi.org/10.1097/ccm.0000000000005709,Health & Clinical AI,2023,1.4191698,-2.6033766,10,False,closed,
393,Auditing Cross-Cultural Consistency of Human-Annotated Labels for Recommendation Systems,https://doi.org/10.1145/3593013.3594098,Recommender Systems,2023,7.4409075,0.48792654,5,True,green,https://arxiv.org/pdf/2305.05917
394,Auditing for Racial Discrimination in the Delivery of Education Ads,https://doi.org/10.1145/3630106.3659041,General Fairness & Bias Mitigation,2024,5.1383376,-4.166591,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659041
395,Auditing Work: Exploring the New York City algorithmic bias audit regime,https://doi.org/10.1145/3630106.3658959,General Fairness & Bias Mitigation,2024,4.103716,-3.9126325,36,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658959
396,Bias and Debias in Recommender System: A Survey and Future Directions,https://doi.org/10.1145/3564284,Recommender Systems,2022,8.795165,1.2426637,603,False,closed,
397,Bias Discovery in Machine Learning Models for Mental Health,https://doi.org/10.3390/info13050237,Health & Clinical AI,2022,1.421472,-3.2700615,27,True,gold,https://www.mdpi.com/2078-2489/13/5/237/pdf?version=1652174252
398,Bias in machine learning models can be significantly mitigated by careful training: Evidence from neuroimaging studies,https://doi.org/10.1073/pnas.2211613120,General Fairness & Bias Mitigation,2023,1.0989028,-2.3862367,73,True,hybrid,https://doi.org/10.1073/pnas.2211613120
399,Causal Fairness Analysis: A Causal Toolkit for Fair Machine Learning,https://doi.org/10.1561/2200000106,General Fairness & Bias Mitigation,2024,6.6856794,-3.1044242,23,False,closed,
400,Deep Multimodal Data Fusion,https://doi.org/10.1145/3649447,General Fairness & Bias Mitigation,2024,6.00481,0.9067691,304,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3649447
401,Disentangling Perceptions of Offensiveness: Cultural and Moral Correlates,https://doi.org/10.1145/3630106.3659022,General Fairness & Bias Mitigation,2024,4.4002366,-3.9320264,7,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659022
402,"Ethnic Classifications in Algorithmic Fairness: Concepts, Measures and Implications in Practice",https://doi.org/10.1145/3630106.3658902,General Fairness & Bias Mitigation,2024,6.5428543,-3.0873833,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658902
403,Ethnic disparity in diagnosing asymptomatic bacterial vaginosis using machine learning,https://doi.org/10.1038/s41746-023-00953-1,Health & Clinical AI,2023,1.0639905,-2.8974862,27,True,gold,https://www.nature.com/articles/s41746-023-00953-1.pdf
404,Evaluating and mitigating bias in machine learning models for cardiovascular disease prediction,https://doi.org/10.1016/j.jbi.2023.104294,Health & Clinical AI,2023,2.602257,-2.1132922,72,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104322/pdf/nihms-1985581.pdf
405,"Evidence of What, for Whom? The Socially Contested Role of Algorithmic Bias in a Predictive Policing Tool",https://doi.org/10.1145/3630106.3658991,General Fairness & Bias Mitigation,2024,4.454971,-3.8639078,11,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658991
406,Fairness and bias correction in machine learning for depression prediction across four study populations,https://doi.org/10.1038/s41598-024-58427-7,Health & Clinical AI,2024,1.4992099,-3.2742124,31,True,gold,https://www.nature.com/articles/s41598-024-58427-7.pdf
407,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,https://doi.org/10.1145/3630106.3659029,Health & Clinical AI,2024,6.2682095,-2.1975152,14,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659029
408,Fairness in AI-Based Mental Health: Clinician Perspectives and Bias Mitigation,https://doi.org/10.1609/aies.v7i1.31732,General Fairness & Bias Mitigation,2024,1.570453,-3.207726,7,True,bronze,https://ojs.aaai.org/index.php/AIES/article/download/31732/33899
409,Fairness in Graph Machine Learning: Recent Advances and Future Prospectives,https://doi.org/10.1145/3580305.3599555,Graph-Based Fairness & Bias Mitigation,2023,8.3788185,-0.9625909,4,False,closed,
410,Fairness in Graph Mining: A Survey,https://doi.org/10.1109/tkde.2023.3265598,Graph-Based Fairness & Bias Mitigation,2023,8.38674,-1.1276892,124,False,closed,
411,Fairness in Reinforcement Learning: A Survey,https://doi.org/10.1609/aies.v7i1.31718,General Fairness & Bias Mitigation,2024,6.7878666,-3.4131987,5,True,bronze,https://ojs.aaai.org/index.php/AIES/article/download/31718/33885
412,FairSwiRL: fair semi-supervised classification with representation learning,https://doi.org/10.1007/s10994-023-06342-9,General Fairness & Bias Mitigation,2023,6.613106,-2.2577791,3,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10994-023-06342-9.pdf
413,Find-2-Find: Multitask Learning for Anaphora Resolution and Object Localization,https://doi.org/10.18653/v1/2023.emnlp-main.504,LLMs & NLP,2023,5.883369,0.9936498,0,True,gold,https://aclanthology.org/2023.emnlp-main.504.pdf
414,Framework for bias evaluation in large language models in healthcare settings,https://doi.org/10.1038/s41746-025-01786-w,LLMs & NLP,2025,2.4708047,-0.96563816,25,True,gold,https://www.nature.com/articles/s41746-025-01786-w.pdf
415,GATE X-E : A Challenge Set for Gender-Fair Translations from Weakly-Gendered Languages,https://doi.org/10.18653/v1/2024.findings-acl.504,LLMs & NLP,2024,8.585854,-0.49250963,1,True,gold,https://aclanthology.org/2024.findings-acl.504.pdf
416,General then Personal: Decoupling and Pre-training for Personalized Headline Generation,https://doi.org/10.1162/tacl_a_00621,LLMs & NLP,2023,6.36372,0.91222334,4,True,diamond,https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00621/2196823/tacl_a_00621.pdf
417,Global Health Informatics: the state of research and lessons learned,https://doi.org/10.1093/jamia/ocad027,Health & Clinical AI,2023,2.2952187,-1.2829504,6,True,bronze,https://academic.oup.com/jamia/article-pdf/30/4/627/49524367/ocad027.pdf
418,Group Fairness via Group Consensus,https://doi.org/10.1145/3630106.3659006,General Fairness & Bias Mitigation,2024,6.4679723,-2.4347582,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659006
419,GumbelSoft: Diversified Language Model Watermarking via the GumbelMax-trick,https://doi.org/10.18653/v1/2024.acl-long.315,LLMs & NLP,2024,6.0005064,0.683728,6,True,gold,https://aclanthology.org/2024.acl-long.315.pdf
420,Impact on bias mitigation algorithms to variations in inferred sensitive attribute uncertainty,https://doi.org/10.3389/frai.2025.1520330,General Fairness & Bias Mitigation,2025,5.7871337,-2.4558837,1,True,gold,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1520330/pdf
421,Incorporating Attribution Importance for Improving Faithfulness Metrics,https://doi.org/10.18653/v1/2023.acl-long.261,General Fairness & Bias Mitigation,2023,5.1842113,1.2681984,4,True,gold,https://aclanthology.org/2023.acl-long.261.pdf
422,Intersectional Stereotypes in Large Language Models: Dataset and Analysis,https://doi.org/10.18653/v1/2023.findings-emnlp.575,LLMs & NLP,2023,4.4363036,0.043901805,4,True,gold,https://aclanthology.org/2023.findings-emnlp.575.pdf
423,Language or rating scales based classifications of emotions: computational analysis of language and alexithymia,https://doi.org/10.1038/s44184-024-00080-z,LLMs & NLP,2024,2.9387002,0.07430481,4,True,diamond,https://www.nature.com/articles/s44184-024-00080-z.pdf
424,Large Language Models are not Fair Evaluators,https://doi.org/10.18653/v1/2024.acl-long.511,LLMs & NLP,2024,4.8720193,1.0252072,67,True,gold,https://aclanthology.org/2024.acl-long.511.pdf
425,LLatrieval: LLM-Verified Retrieval for Verifiable Generation,https://doi.org/10.18653/v1/2024.naacl-long.305,LLMs & NLP,2024,4.714378,1.0181355,15,True,gold,https://aclanthology.org/2024.naacl-long.305.pdf
426,Patient-centricity in digital measure development: co-evolution of best practice and regulatory guidance,https://doi.org/10.1038/s41746-024-01110-y,Health & Clinical AI,2024,2.2820508,-1.1612799,9,True,gold,https://www.nature.com/articles/s41746-024-01110-y.pdf
427,PEEB: Part-based Image Classifiers with an Explainable and Editable Language Bottleneck,https://doi.org/10.18653/v1/2024.findings-naacl.131,General Fairness & Bias Mitigation,2024,5.4608717,1.1696476,2,True,gold,https://aclanthology.org/2024.findings-naacl.131.pdf
428,Retrieving Relevant Context to Align Representations for Cross-lingual Event Detection,https://doi.org/10.18653/v1/2023.findings-acl.135,LLMs & NLP,2023,5.542124,0.89685446,6,True,gold,https://aclanthology.org/2023.findings-acl.135.pdf
429,SAF: Stakeholders’ Agreement on Fairness in the Practice of Machine Learning Development,https://doi.org/10.1007/s11948-023-00448-y,General Fairness & Bias Mitigation,2023,5.4872093,-3.094708,3,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11948-023-00448-y.pdf
430,Should Fairness be a Metric or a Model? A Model-based Framework for Assessing Bias in Machine Learning Pipelines,https://doi.org/10.1145/3641276,General Fairness & Bias Mitigation,2024,6.4228415,-1.8295406,27,False,closed,
431,SKD-NER: Continual Named Entity Recognition via Span-based Knowledge Distillation with Reinforcement Learning,https://doi.org/10.18653/v1/2023.emnlp-main.413,LLMs & NLP,2023,6.6693745,0.9693706,10,True,gold,https://aclanthology.org/2023.emnlp-main.413.pdf
432,Sociodemographic bias in clinical machine learning models: a scoping review of algorithmic bias instances and mechanisms,https://doi.org/10.1016/j.jclinepi.2024.111606,Health & Clinical AI,2024,1.6560025,-2.8124545,21,True,hybrid,https://doi.org/10.1016/j.jclinepi.2024.111606
433,Systematic literature review on bias mitigation in generative AI,https://doi.org/10.1007/s43681-025-00721-9,LLMs & NLP,2025,4.6022,-2.7667758,22,True,hybrid,https://link.springer.com/content/pdf/10.1007/s43681-025-00721-9.pdf
434,The Conflict Between Algorithmic Fairness and Non-Discrimination: An Analysis of Fair Automated Hiring,https://doi.org/10.1145/3630106.3659015,General Fairness & Bias Mitigation,2024,5.5053883,-3.8532019,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659015
435,The limits of fair medical imaging AI in real-world generalization,https://doi.org/10.1038/s41591-024-03113-4,Health & Clinical AI,2024,1.5032432,-1.7212476,198,True,hybrid,https://www.nature.com/articles/s41591-024-03113-4.pdf
436,The Neutrality Fallacy: When Algorithmic Fairness Interventions are (Not) Positive Action,https://doi.org/10.1145/3630106.3659025,General Fairness & Bias Mitigation,2024,5.5024366,-3.8778622,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659025
437,Toward fairness in artificial intelligence for medical image analysis: identification and mitigation of potential biases in the roadmap from data collection to model deployment,https://doi.org/10.1117/1.jmi.10.6.061104,Health & Clinical AI,2023,1.7898308,-1.5902803,125,True,hybrid,https://www.spiedigitallibrary.org/journals/journal-of-medical-imaging/volume-10/issue-6/061104/Toward-fairness-in-artificial-intelligence-for-medical-image-analysis/10.1117/1.JMI.10.6.061104.pdf
438,Towards Fair Graph Neural Networks via Graph Counterfactual,https://doi.org/10.1145/3583780.3615092,Graph-Based Fairness & Bias Mitigation,2023,8.45718,-0.866264,20,True,green,https://arxiv.org/pdf/2307.04937
439,Using the electronic health record to provide audit and feedback in medical student clerkships,https://doi.org/10.1093/jamiaopen/ooae090,Health & Clinical AI,2024,2.174652,-1.014141,0,True,gold,https://academic.oup.com/jamiaopen/article-pdf/7/3/ooae090/59243473/ooae090.pdf
440,Certification Labels for Trustworthy AI: Insights From an Empirical Mixed-Method Study,https://doi.org/10.1145/3593013.3593994,General Fairness & Bias Mitigation,2023,3.6331685,-3.4888978,40,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593994
441,On the Impact of Explanations on Understanding of Algorithmic Decision-Making,https://doi.org/10.1145/3593013.3594054,General Fairness & Bias Mitigation,2023,3.8021507,-2.9725263,11,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594054
442,Towards a Science of Human-AI Decision Making: An Overview of Design Space in Empirical Human-Subject Studies,https://doi.org/10.1145/3593013.3594087,General Fairness & Bias Mitigation,2023,3.7706153,-2.6818585,152,False,closed,
443,Machine Explanations and Human Understanding,https://doi.org/10.1145/3593013.3593970,General Fairness & Bias Mitigation,2023,3.8836594,-2.8612022,14,False,closed,
444,"Humans, AI, and Context: Understanding End-Users’ Trust in a Real-World Computer Vision Application",https://doi.org/10.1145/3593013.3593978,General Fairness & Bias Mitigation,2023,3.5838294,-3.3099117,35,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593978
445,The Possibility of Fairness: Revisiting the Impossibility Theorem in Practice,https://doi.org/10.1145/3593013.3594007,General Fairness & Bias Mitigation,2023,6.4103703,-3.6787417,19,True,gold,https://doi.org/10.1145/3593013.3594007
446,Maximal fairness,https://doi.org/10.1145/3593013.3594048,General Fairness & Bias Mitigation,2023,6.48375,-3.7722495,3,True,gold,https://doi.org/10.1145/3593013.3594048
447,Enhancing AI fairness through impact assessment in the European Union: a legal and computer science perspective,https://doi.org/10.1145/3593013.3594076,General Fairness & Bias Mitigation,2023,3.972428,-3.3377662,23,False,closed,
448,Help or Hinder? Evaluating the Impact of Fairness Metrics and Algorithms in Visualizations for Consensus Ranking,https://doi.org/10.1145/3593013.3594108,General Fairness & Bias Mitigation,2023,9.072654,0.5510252,4,True,green,https://arxiv.org/pdf/2308.06233
449,Simplicity Bias Leads to Amplified Performance Disparities,https://doi.org/10.1145/3593013.3594003,General Fairness & Bias Mitigation,2023,6.3615685,-1.3182795,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594003?download=true
450,A Sociotechnical Audit: Assessing Police Use of Facial Recognition,https://doi.org/10.1145/3593013.3594084,General Fairness & Bias Mitigation,2023,4.139234,-3.8288069,20,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594084
451,Which Stereotypes Are Moderated and Under-Moderated in Search Engine Autocompletion?,https://doi.org/10.1145/3593013.3594062,LLMs & NLP,2023,4.646925,-0.8555479,10,True,gold,https://doi.org/10.1145/3593013.3594062
452,AI Regulation Is (not) All You Need,https://doi.org/10.1145/3593013.3594079,General Fairness & Bias Mitigation,2023,3.732279,-3.5432286,35,False,closed,
453,Examining risks of racial biases in NLP tools for child protective services,https://doi.org/10.1145/3593013.3594094,LLMs & NLP,2023,5.006317,-0.73162025,15,True,gold,https://doi.org/10.1145/3593013.3594094
454,Interrogating the T in FAccT,https://doi.org/10.1145/3593013.3594104,General Fairness & Bias Mitigation,2023,5.1377544,-2.3667743,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594104
455,Representation in AI Evaluations,https://doi.org/10.1145/3593013.3594019,General Fairness & Bias Mitigation,2023,4.695307,-2.1902764,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594019
456,A Systematic Review of Ethics Disclosures in Predictive Mental Health Research,https://doi.org/10.1145/3593013.3594082,Health & Clinical AI,2023,3.5635235,-1.8734877,15,False,closed,
457,"WEIRD FAccTs: How Western, Educated, Industrialized, Rich, and Democratic is FAccT?",https://doi.org/10.1145/3593013.3593985,General Fairness & Bias Mitigation,2023,4.4531026,-1.7302881,46,True,green,https://arxiv.org/pdf/2305.06415
458,Diagnosing AI Explanation Methods with Folk Concepts of Behavior,https://doi.org/10.1145/3593013.3593993,General Fairness & Bias Mitigation,2023,3.9435291,-2.794094,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593993
459,How to Explain and Justify Almost Any Decision: Potential Pitfalls for Accountability in AI Decision-Making,https://doi.org/10.1145/3593013.3593972,General Fairness & Bias Mitigation,2023,4.143013,-3.4288938,8,False,closed,
460,"Explainable AI is Dead, Long Live Explainable AI!",https://doi.org/10.1145/3593013.3594001,General Fairness & Bias Mitigation,2023,3.8385746,-2.9140198,136,False,closed,
461,"Explainability in AI Policies: A Critical Review of Communications, Reports, Regulations, and Standards in the EU, US, and UK",https://doi.org/10.1145/3593013.3594074,General Fairness & Bias Mitigation,2023,3.8258793,-3.1625805,58,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594074
462,An Empirical Analysis of Racial Categories in the Algorithmic Fairness Literature,https://doi.org/10.1145/3593013.3594083,General Fairness & Bias Mitigation,2023,4.888225,-4.02354,15,True,green,https://arxiv.org/pdf/2309.06607
463,How Redundant are Redundant Encodings? Blindness in the Wild and Racial Disparity when Race is Unobserved,https://doi.org/10.1145/3593013.3594034,General Fairness & Bias Mitigation,2023,1.2249721,-3.2199178,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594034
464,Bias as Boundary Object: Unpacking The Politics Of An Austerity Algorithm Using Bias Frameworks,https://doi.org/10.1145/3593013.3594120,General Fairness & Bias Mitigation,2023,5.1840377,-3.204184,4,False,closed,
465,Skin Deep: Investigating Subjectivity in Skin Tone Annotations for Computer Vision Benchmark Datasets,https://doi.org/10.1145/3593013.3594114,General Fairness & Bias Mitigation,2023,2.780445,-3.0094814,15,True,green,https://arxiv.org/pdf/2305.09072
466,"Attitudes Toward Facial Analysis AI: A Cross-National Study Comparing Argentina, Kenya, Japan, and the USA",https://doi.org/10.1145/3630106.3659038,General Fairness & Bias Mitigation,2024,4.1963115,-2.2234693,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659038
467,Learning Fairness from Demonstrations via Inverse Reinforcement Learning,https://doi.org/10.1145/3630106.3658539,General Fairness & Bias Mitigation,2024,6.7688637,-3.3560781,1,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658539
468,Meaningful Transparency for Clinicians: Operationalising HCXAI Research with Gynaecologists,https://doi.org/10.1145/3630106.3658971,Health & Clinical AI,2024,2.5310495,-1.3039359,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658971
469,Black-Box Access is Insufficient for Rigorous AI Audits,https://doi.org/10.1145/3630106.3659037,General Fairness & Bias Mitigation,2024,3.8537204,-3.7353408,52,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659037
470,A Framework for Exploring the Consequences of AI-Mediated Enterprise Knowledge Access and Identifying Risks to Workers,https://doi.org/10.1145/3630106.3658900,General Fairness & Bias Mitigation,2024,3.9137774,-2.1750946,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658900
471,Machine learning data practices through a data curation lens: An evaluation framework,https://doi.org/10.1145/3630106.3658955,General Fairness & Bias Mitigation,2024,5.82675,-2.144598,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658955
472,Structural Interventions and the Dynamics of Inequality,https://doi.org/10.1145/3630106.3658952,General Fairness & Bias Mitigation,2024,6.7160745,-3.6577592,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658952
473,Should Users Trust Advanced AI Assistants? Justified Trust As a Function of Competence and Alignment,https://doi.org/10.1145/3630106.3658964,General Fairness & Bias Mitigation,2024,3.5838234,-3.3316977,21,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658964
474,Algorithmic Misjudgement in Google Search Results: Evidence from Auditing the US Online Electoral Information Environment,https://doi.org/10.1145/3630106.3658916,General Fairness & Bias Mitigation,2024,5.0729628,-0.36425215,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658916
475,Racial/Ethnic Categories in AI and Algorithmic Fairness: Why They Matter and What They Represent,https://doi.org/10.1145/3630106.3659050,General Fairness & Bias Mitigation,2024,4.9936547,-3.952559,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659050
476,Misgendered During Moderation: How Transgender Bodies Make Visible Cisnormative Content Moderation Policies and Enforcement in a Meta Oversight Board Case,https://doi.org/10.1145/3630106.3658907,General Fairness & Bias Mitigation,2024,7.264273,0.5641743,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658907
477,A preprocessing Shapley value-based approach to detect relevant and disparity prone features in machine learning,https://doi.org/10.1145/3630106.3658905,General Fairness & Bias Mitigation,2024,6.4524784,-3.2239356,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658905
478,Understanding Disparities in Post Hoc Machine Learning Explanation,https://doi.org/10.1145/3630106.3659043,General Fairness & Bias Mitigation,2024,5.51146,-1.1126285,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659043
479,Fairness Beyond the Algorithmic Frame: Actionable Recommendations for an Intersectional Approach,https://doi.org/10.1145/3715275.3732210,General Fairness & Bias Mitigation,2025,8.833069,0.49202344,6,False,closed,
480,Discrimination Induced by Algorithmic Recourse Objectives,https://doi.org/10.1145/3715275.3732110,General Fairness & Bias Mitigation,2025,6.173553,-3.5460587,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732110
481,Auditing the Audits: Lessons for Algorithmic Accountability from Local Law 144's Bias Audits,https://doi.org/10.1145/3715275.3732004,General Fairness & Bias Mitigation,2025,4.287148,-4.0185633,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732004
482,"WEIRD Audits? Research Trends, Linguistic and Geographical Disparities in the Algorithm Audits of Online Platforms - A Systematic Literature Review",https://doi.org/10.1145/3715275.3732026,General Fairness & Bias Mitigation,2025,4.5189185,-3.9024696,2,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732026
483,Epistemic Injustice in Algorithmic Systems and the Limits of Civil Rights Law,https://doi.org/10.1145/3715275.3732213,General Fairness & Bias Mitigation,2025,5.009831,-4.0689087,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732213
484,It's only fair when I think it's fair: How Gender Bias Alignment Undermines Distributive Fairness in Human-AI Collaboration,https://doi.org/10.1145/3715275.3732084,LLMs & NLP,2025,3.7843287,-0.9990635,4,True,gold,https://doi.org/10.1145/3715275.3732084
485,Expressing stigma and inappropriate responses prevents LLMs from safely replacing mental health providers.,https://doi.org/10.1145/3715275.3732039,General Fairness & Bias Mitigation,2025,2.5261827,-0.4001931,105,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732039
486,Disambiguating Algorithmic Bias: From Neutrality to Justice,https://doi.org/10.1145/3600211.3604695,General Fairness & Bias Mitigation,2023,4.7519846,-3.7781308,26,True,gold,https://doi.org/10.1145/3600211.3604695
487,Evaluating the Fairness of Discriminative Foundation Models in Computer Vision,https://doi.org/10.1145/3600211.3604720,General Fairness & Bias Mitigation,2023,6.2599444,-0.9926384,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3600211.3604720
488,Stress-Testing Bias Mitigation Algorithms to Understand Fairness Vulnerabilities,https://doi.org/10.1145/3600211.3604713,General Fairness & Bias Mitigation,2023,6.0532017,-2.9032109,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3600211.3604713
489,Unmasking Nationality Bias: A Study of Human Perception of Nationalities in AI-Generated Articles,https://doi.org/10.1145/3600211.3604667,General Fairness & Bias Mitigation,2023,4.895293,-0.6310338,13,False,closed,
490,Not So Fair: The Impact of Presumably Fair Machine Learning Models,https://doi.org/10.1145/3600211.3604699,General Fairness & Bias Mitigation,2023,6.8275843,-2.7744026,6,True,green,https://kclpure.kcl.ac.uk/ws/files/222548535/Jorgensen_AIES23.pdf
491,"Target specification bias, counterfactual prediction, and algorithmic fairness in healthcare",https://doi.org/10.1145/3600211.3604678,Health & Clinical AI,2023,1.7047957,-3.1791234,10,True,green,https://arxiv.org/pdf/2308.02081
492,Perceived Algorithmic Fairness using Organizational Justice Theory: An Empirical Case Study on Algorithmic Hiring,https://doi.org/10.1145/3600211.3604677,General Fairness & Bias Mitigation,2023,5.6939707,-3.6134708,7,True,green,https://dspace.library.uu.nl/handle/1874/430905
493,Policy advice and best practices on bias and fairness in AI,https://doi.org/10.1007/s10676-024-09746-w,General Fairness & Bias Mitigation,2024,4.9646783,-2.8460305,76,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10676-024-09746-w.pdf
494,The Illusion of Artificial Inclusion,https://doi.org/10.1145/3613904.3642703,General Fairness & Bias Mitigation,2024,3.7029305,-2.2430296,55,True,gold,https://dl.acm.org/doi/pdf/10.1145/3613904.3642703
495,Navigating the Audit Landscape: A Framework for Developing Transparent and Auditable XR,https://doi.org/10.1145/3593013.3594090,General Fairness & Bias Mitigation,2023,3.79803,-3.5050006,7,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594090
496,Datafication Genealogies beyond Algorithmic Fairness: Making Up Racialised Subjects,https://doi.org/10.1145/3593013.3594047,General Fairness & Bias Mitigation,2023,4.775804,-4.108497,17,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594047
497,The ethical ambiguity of AI data enrichment: Measuring gaps in research ethics norms and practices,https://doi.org/10.1145/3593013.3593995,General Fairness & Bias Mitigation,2023,4.107345,-1.9424471,14,True,green,https://arxiv.org/pdf/2306.01800
498,Envisioning Equitable Speech Technologies for Black Older Adults,https://doi.org/10.1145/3593013.3594005,LLMs & NLP,2023,4.6674213,-1.1216978,40,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594005
499,Understanding accountability in algorithmic supply chains,https://doi.org/10.1145/3593013.3594073,General Fairness & Bias Mitigation,2023,3.9624379,-3.2639017,75,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594073
500,Rethinking Transparency as a Communicative Constellation,https://doi.org/10.1145/3593013.3594010,General Fairness & Bias Mitigation,2023,5.085941,-2.2083845,14,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594010
501,Domain Adaptive Decision Trees: Implications for Accuracy and Fairness,https://doi.org/10.1145/3593013.3594008,General Fairness & Bias Mitigation,2023,6.004816,-2.2322853,5,True,green,https://arpi.unipi.it/bitstream/11568/1197587/1/Facct2023.pdf
502,Bias on Demand: A Modelling Framework That Generates Synthetic Data With Bias,https://doi.org/10.1145/3593013.3594058,General Fairness & Bias Mitigation,2023,5.8544183,-2.548432,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594058
503,Co-Design Perspectives on Algorithm Transparency Reporting: Guidelines and Prototypes,https://doi.org/10.1145/3593013.3594064,General Fairness & Bias Mitigation,2023,8.053953,0.33448935,10,False,closed,
504,Using Supervised Learning to Estimate Inequality in the Size and Persistence of Income Shocks,https://doi.org/10.1145/3593013.3594113,General Fairness & Bias Mitigation,2023,6.9458685,-2.8405514,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594113
505,A Causal Perspective on Label Bias,https://doi.org/10.1145/3630106.3658972,General Fairness & Bias Mitigation,2024,1.4757963,-3.268934,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658972?download=true
506,Fairness in Online Ad Delivery,https://doi.org/10.1145/3630106.3658980,General Fairness & Bias Mitigation,2024,6.4711704,-3.7862432,5,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658980
